hanzi,trad,simp,pinyin,toneless,tone,zhuyin
倕,倕,倕,chúi,chui,2,ㄔㄨㄟ
眶,眶,眶,kuàng,kuang,4,ㄎㄨㄤ
㣇,㣇,㣇,nǐ,ni,3,ㄋㄧ
猺,猺,猺,yáo,yao,2,ㄧㄠ
漵,漵,溆,xù,xu,4,ㄒㄩ
鬐,鬐,鬐,qí,qi,2,ㄑㄧ
魻,魻,魻,xiá,xia,2,ㄒㄧㄚ
諎,諎,諎,zé,ze,2,ㄗㄜ
癙,癙,癙,shǔ,shu,3,ㄕㄨ
磯,磯,矶,jī,ji,1,ㄐㄧ
訪,訪,访,fǎng,fang,3,ㄈㄤ
㔭,㔭,㔭,chè,che,4,ㄔㄜ
罘,罘,罘,fú,fu,2,ㄈㄨ
憨,憨,憨,hān,han,1,ㄏㄢ
㱎,㱎,㱎,㱎,㱎,,
㮔,㮔,㮔,tóng,tong,2,ㄊㄨㄥ
陾,陾,陾,réng,reng,2,ㄖㄥ
磶,磶,磶,xì,xi,4,ㄒㄧ
㺟,㺟,㺟,zhuó,zhuo,2,ㄓㄨㄛ
韥,韥,韥,dú,du,2,ㄉㄨ
牿,牿,牿,gù,gu,4,ㄍㄨ
嫭,嫭,嫭,hù,hu,4,ㄏㄨ
䍇,䍇,䍇,tà,ta,4,ㄊㄚ
禴,禴,禴,yuè,yue,4,ㄩㄝ
雤,雤,雤,xué,xue,2,ㄒㄩㄝ
啁,啁,啁,zhōu,zhou,1,ㄓㄡ
窐,窐,窐,gūi,gui,1,ㄍㄨㄟ
襡,襡,襡,shú,shu,2,ㄕㄨ
廌,廌,廌,zhì,zhi,4,ㄓ
纰,紕,纰,pí,pi,2,ㄆㄧ
㡼,㡼,㡼,yì,yi,4,ㄧ
䥤,䥤,䥤,báo,bao,2,ㄅㄠ
碎,碎,碎,sùi,sui,4,ㄙㄨㄟ
䚿,䚿,䚿,yìn,yin,4,ㄧㄣ
盅,盅,盅,zhōng,zhong,1,ㄓㄨㄥ
饎,饎,饎,chì,chi,4,ㄔ
菞,菞,菞,lí,li,2,ㄌㄧ
賨,賨,賨,cóng,cong,2,ㄘㄨㄥ
棻,棻,棻,fén,fen,2,ㄈㄣ
崷,崷,崷,qíu,qiu,2,ㄑㄧㄡ
䶃,䶃,䶃,hán,han,2,ㄏㄢ
濽,濽,濽,zàn,zan,4,ㄗㄢ
曀,曀,曀,yì,yi,4,ㄧ
泾,涇,泾,jīng,jing,1,ㄐㄧㄥ
䗛,䗛,䗛,䗛,䗛,,
㜽,㜽,㜽,zǐ,zi,3,ㄗ
夜,夜,夜,yè,ye,4,ㄧㄝ
覡,覡,觋,xí,xi,2,ㄒㄧ
鄼,鄼,鄼,zàn,zan,4,ㄗㄢ
狿,狿,狿,yán,yan,2,ㄧㄢ
怄,慪,怄,òu,ou,4,ㄡ
雧,雧,雧,jí,ji,2,ㄐㄧ
矕,矕,矕,mǎn,man,3,ㄇㄢ
嫣,嫣,嫣,yān,yan,1,ㄧㄢ
㠖,㠖,㠖,jì,ji,4,ㄐㄧ
羥,羥,羟,qiǎng,qiang,3,ㄑㄧㄤ
䧶,䧶,䧶,kúi,kui,2,ㄎㄨㄟ
㧫,㧫,㧫,ér,er,2,ㄦ
緗,緗,缃,xiāng,xiang,1,ㄒㄧㄤ
鯽,鯽,鲫,jì,ji,4,ㄐㄧ
軮,軮,軮,ǎng,ang,3,ㄤ
捗,捗,捗,bù,bu,4,ㄅㄨ
蚺,蚺,蚺,rán,ran,2,ㄖㄢ
珢,珢,珢,kèn,ken,4,ㄎㄣ
綜,綜,综,zōng,zong,1,ㄗㄨㄥ
媵,媵,媵,yìng,ying,4,ㄧㄥ
享,享,享,xiǎng,xiang,3,ㄒㄧㄤ
媱,媱,媱,yáo,yao,2,ㄧㄠ
廹,廹,廹,pò,po,4,ㄆㄛ
詋,詋,詋,zhòu,zhou,4,ㄓㄡ
䓔,䓔,䓔,䓔,䓔,,
狷,狷,狷,juàn,juan,4,ㄐㄩㄢ
㗱,㗱,㗱,jí,ji,2,ㄐㄧ
㴼,㴼,㴼,sù,su,4,ㄙㄨ
鐥,鐥,䦅,shàn,shan,4,ㄕㄢ
嵣,嵣,嵣,dāng,dang,1,ㄉㄤ
㰜,㰜,㰜,㰜,㰜,,
汻,汻,汻,hǎng,hang,3,ㄏㄤ
圤,圤,圤,pǔ,pu,3,ㄆㄨ
匹,匹,匹,pǐ,pi,3,ㄆㄧ
罾,罾,罾,zēng,zeng,1,ㄗㄥ
㿲,㿲,㿲,㿲,㿲,,
閜,閜,閜,xiǎ,xia,3,ㄒㄧㄚ
钏,釧,钏,chuàn,chuan,4,ㄔㄨㄢ
渧,渧,渧,dì,di,4,ㄉㄧ
磗,磗,磗,磗,磗,,
躙,躙,躙,lìn,lin,4,ㄌㄧㄣ
騼,騼,騼,lù,lu,4,ㄌㄨ
槵,槵,槵,huàn,huan,4,ㄏㄨㄢ
响,響,响,xiǎng,xiang,3,ㄒㄧㄤ
織,織,织,zhī,zhi,1,ㄓ
搫,搫,搫,pán,pan,2,ㄆㄢ
醯,醯,醯,xī,xi,1,ㄒㄧ
㾈,㾈,㾈,fù,fu,4,ㄈㄨ
䙉,䙉,䙉,xún,xun,2,ㄒㄩㄣ
洣,洣,洣,mǐ,mi,3,ㄇㄧ
峾,峾,峾,yīn,yin,1,ㄧㄣ
㴻,㴻,㴻,㴻,㴻,,
怠,怠,怠,dài,dai,4,ㄉㄞ
馕,饢,馕,nǎng,nang,3,ㄋㄤ
跎,跎,跎,tuó,tuo,2,ㄊㄨㄛ
蒀,蒀,蒀,yūn,yun,1,ㄩㄣ
蘕,蘕,蘕,蘕,蘕,,
圊,圊,圊,qīng,qing,1,ㄑㄧㄥ
任,任,任,rèn,ren,4,ㄖㄣ
唦,唦,唦,shā,sha,1,ㄕㄚ
鏄,鏄,鏄,tuán,tuan,2,ㄊㄨㄢ
挤,擠,挤,jǐ,ji,3,ㄐㄧ
曜,曜,曜,yào,yao,4,ㄧㄠ
㖒,㖒,㖒,tí,ti,2,ㄊㄧ
磇,磇,磇,pī,pi,1,ㄆㄧ
鬢,鬢,鬓,bìn,bin,4,ㄅㄧㄣ
㷻,㷻,㷻,wú,wu,2,ㄨ
䊋,䊋,䊋,䊋,䊋,,
妝,妝,妆,zhuāng,zhuang,1,ㄓㄨㄤ
䆅,䆅,䆅,cí,ci,2,ㄘ
㹇,㹇,㹇,hé,he,2,ㄏㄜ
儩,儩,儩,sì,si,4,ㄙ
䝹,䝹,䝹,wǎn,wan,3,ㄨㄢ
䉍,䉍,䉍,jiǎn,jian,3,ㄐㄧㄢ
圸,圸,圸,圸,圸,,
娸,娸,娸,qī,qi,1,ㄑㄧ
䚝,䚝,䚝,zú,zu,2,ㄗㄨ
盛,盛,盛,shèng,sheng,4,ㄕㄥ
䦫,䦫,䦫,䦫,䦫,,
目,目,目,mù,mu,4,ㄇㄨ
蝲,蝲,蝲,là,la,4,ㄌㄚ
䦾,䦾,䦾,yǔn,yun,3,ㄩㄣ
㽯,㽯,㽯,xí,xi,2,ㄒㄧ
㦀,㦀,㦀,féng,feng,2,ㄈㄥ
觳,觳,觳,hú,hu,2,ㄏㄨ
缈,緲,缈,miǎo,miao,3,ㄇㄧㄠ
唅,唅,唅,hān,han,1,ㄏㄢ
衕,衕,衕,tòng,tong,4,ㄊㄨㄥ
覆,覆,覆,fù,fu,4,ㄈㄨ
緸,緸,緸,yīn,yin,1,ㄧㄣ
紏,紏,紏,tǒu,tou,3,ㄊㄡ
羝,羝,羝,dī,di,1,ㄉㄧ
䚳,䚳,䚳,xiè,xie,4,ㄒㄧㄝ
樖,樖,樖,kē,ke,1,ㄎㄜ
祆,祆,祆,xiān,xian,1,ㄒㄧㄢ
薪,薪,薪,xīn,xin,1,ㄒㄧㄣ
狤,狤,狤,jí,ji,2,ㄐㄧ
㦥,㦥,㦥,huán,huan,2,ㄏㄨㄢ
卙,卙,卙,jí,ji,2,ㄐㄧ
栲,栲,栲,kǎo,kao,3,ㄎㄠ
鋷,鋷,鋷,zùi,zui,4,ㄗㄨㄟ
谚,諺,谚,yàn,yan,4,ㄧㄢ
㘈,㘈,㘈,yī,yi,1,ㄧ
䖑,䖑,䖑,mì,mi,4,ㄇㄧ
抶,抶,抶,chì,chi,4,ㄔ
禹,禹,禹,yǔ,yu,3,ㄩ
蠒,蠒,蠒,jiǎn,jian,3,ㄐㄧㄢ
散,散,散,sàn,san,4,ㄙㄢ
葓,葓,葓,hóng,hong,2,ㄏㄨㄥ
撾,撾,挝,zhuā,zhua,1,ㄓㄨㄚ
瓳,瓳,瓳,hú,hu,2,ㄏㄨ
㘢,㘢,㘢,wěng,weng,3,ㄨㄥ
㮶,㮶,㮶,shì,shi,4,ㄕ
濑,瀨,濑,lài,lai,4,ㄌㄞ
椅,椅,椅,yǐ,yi,3,ㄧ
㸖,㸖,㸖,㸖,㸖,,
策,策,策,cè,ce,4,ㄘㄜ
㣶,㣶,㣶,zhān,zhan,1,ㄓㄢ
备,備,备,bèi,bei,4,ㄅㄟ
礴,礴,礴,bó,bo,2,ㄅㄛ
卾,卾,卾,è,e,4,ㄜ
䰾,䰾,䰾,bà,ba,4,ㄅㄚ
陸,陸,陆,lù,lu,4,ㄌㄨ
絗,絗,絗,hú,hu,2,ㄏㄨ
誩,誩,誩,jìng,jing,4,ㄐㄧㄥ
䉽,䉽,䉽,bǎn,ban,3,ㄅㄢ
䟀,䟀,䟀,䟀,䟀,,
返,返,返,fǎn,fan,3,ㄈㄢ
蜹,蜹,蜹,rùi,rui,4,ㄖㄨㄟ
掸,撣,掸,dǎn,dan,3,ㄉㄢ
骊,驪,骊,lí,li,2,ㄌㄧ
簜,簜,簜,dàng,dang,4,ㄉㄤ
悔,悔,悔,hǔi,hui,3,ㄏㄨㄟ
㘋,㘋,㘋,xián,xian,2,ㄒㄧㄢ
䊕,䊕,䊕,䊕,䊕,,
伐,伐,伐,fá,fa,2,ㄈㄚ
㬯,㬯,㬯,liè,lie,4,ㄌㄧㄝ
逼,逼,逼,bī,bi,1,ㄅㄧ
琖,琖,琖,zhǎn,zhan,3,ㄓㄢ
㱰,㱰,㱰,zǎi,zai,3,ㄗㄞ
暪,暪,暪,měn,men,3,ㄇㄣ
馁,餒,馁,něi,nei,3,ㄋㄟ
勡,勡,勡,piào,piao,4,ㄆㄧㄠ
膡,膡,膡,yìng,ying,4,ㄧㄥ
闼,闥,闼,tà,ta,4,ㄊㄚ
蜑,蜑,蜑,dàn,dan,4,ㄉㄢ
縙,縙,縙,róng,rong,2,ㄖㄨㄥ
篜,篜,篜,zhēng,zheng,1,ㄓㄥ
㝿,㝿,㝿,bó,bo,2,ㄅㄛ
䃑,䃑,䃑,pán,pan,2,ㄆㄢ
噼,劈,噼,pī,pi,1,ㄆㄧ
躬,躬,躬,gōng,gong,1,ㄍㄨㄥ
鵛,鵛,鵛,jīng,jing,1,ㄐㄧㄥ
涜,涜,涜,dú,du,2,ㄉㄨ
酄,酄,酄,huān,huan,1,ㄏㄨㄢ
姞,姞,姞,jí,ji,2,ㄐㄧ
䢑,䢑,䢑,dǐ,di,3,ㄉㄧ
駻,駻,駻,hàn,han,4,ㄏㄢ
銌,銌,銌,zùn,zun,4,ㄗㄨㄣ
虶,虶,虶,yū,yu,1,ㄩ
饜,饜,餍,yàn,yan,4,ㄧㄢ
䏜,䏜,䏜,䏜,䏜,,
䍿,䍿,䍿,huáng,huang,2,ㄏㄨㄤ
桋,桋,桋,yí,yi,2,ㄧ
愂,愂,愂,bèi,bei,4,ㄅㄟ
㫙,㫙,㫙,fú,fu,2,ㄈㄨ
䨬,䨬,䨬,lián,lian,2,ㄌㄧㄢ
蜁,蜁,蜁,xuán,xuan,2,ㄒㄩㄢ
䎂,䎂,䎂,bǎo,bao,3,ㄅㄠ
弇,弇,弇,yǎn,yan,3,ㄧㄢ
摴,摴,摴,shū,shu,1,ㄕㄨ
棙,棙,棙,lì,li,4,ㄌㄧ
㐓,㐓,㐓,㐓,㐓,,
践,踐,践,jiàn,jian,4,ㄐㄧㄢ
绖,絰,绖,dié,die,2,ㄉㄧㄝ
咕,咕,咕,gū,gu,1,ㄍㄨ
桼,桼,桼,qī,qi,1,ㄑㄧ
嗸,嗸,嗸,áo,ao,2,ㄠ
鹻,鹻,鹻,jiǎn,jian,3,ㄐㄧㄢ
顲,顲,顲,lǎn,lan,3,ㄌㄢ
隬,隬,隬,nǐ,ni,3,ㄋㄧ
笳,笳,笳,jiā,jia,1,ㄐㄧㄚ
沃,沃,沃,wò,wo,4,ㄨㄛ
藫,藫,藫,tán,tan,2,ㄊㄢ
聵,聵,聩,kùi,kui,4,ㄎㄨㄟ
舁,舁,舁,yú,yu,2,ㄩ
鲫,鯽,鲫,jì,ji,4,ㄐㄧ
脥,脥,脥,qiǎn,qian,3,ㄑㄧㄢ
瞛,瞛,瞛,cōng,cong,1,ㄘㄨㄥ
㤮,㤮,㤮,kuáng,kuang,2,ㄎㄨㄤ
遌,遌,遌,è,e,4,ㄜ
鶖,鶖,鹙,qīu,qiu,1,ㄑㄧㄡ
鷹,鷹,鹰,yīng,ying,1,ㄧㄥ
央,央,央,yāng,yang,1,ㄧㄤ
酳,酳,酳,yìn,yin,4,ㄧㄣ
橉,橉,橉,lìn,lin,4,ㄌㄧㄣ
斩,斬,斩,zhǎn,zhan,3,ㄓㄢ
礁,礁,礁,jiāo,jiao,1,ㄐㄧㄠ
罸,罸,罸,fá,fa,2,ㄈㄚ
䞴,䞴,䞴,䞴,䞴,,
達,達,达,dá,da,2,ㄉㄚ
紳,紳,绅,shēn,shen,1,ㄕㄣ
嫞,嫞,嫞,yóng,yong,2,ㄩㄥ
矏,矏,矏,mián,mian,2,ㄇㄧㄢ
灙,灙,灙,dǎng,dang,3,ㄉㄤ
飏,颺,飏,yáng,yang,2,ㄧㄤ
厲,厲,厉,lì,li,4,ㄌㄧ
庐,廬,庐,lú,lu,2,ㄌㄨ
鳠,鱯,鳠,huò,huo,4,ㄏㄨㄛ
㗩,㗩,㗩,xī,xi,1,ㄒㄧ
䪐,䪐,䪐,bì,bi,4,ㄅㄧ
僓,僓,僓,tǔi,tui,3,ㄊㄨㄟ
鯊,鯊,鲨,shā,sha,1,ㄕㄚ
嶒,嶒,嶒,céng,ceng,2,ㄘㄥ
䝅,䝅,䝅,䝅,䝅,,
熛,熛,熛,biāo,biao,1,ㄅㄧㄠ
瘗,瘞,瘗,yì,yi,4,ㄧ
闖,闖,闯,chuǎng,chuang,3,ㄔㄨㄤ
㵳,㵳,㵳,liáo,liao,2,ㄌㄧㄠ
勁,勁,劲,jìn,jin,4,ㄐㄧㄣ
洯,洯,洯,qiè,qie,4,ㄑㄧㄝ
㝖,㝖,㝖,yí,yi,2,ㄧ
㙂,㙂,㙂,dùi,dui,4,ㄉㄨㄟ
扎,紮,扎,zhā,zha,1,ㄓㄚ
姃,姃,姃,zhēng,zheng,1,ㄓㄥ
柍,柍,柍,yāng,yang,1,ㄧㄤ
螝,螝,螝,hùi,hui,4,ㄏㄨㄟ
葪,葪,葪,jì,ji,4,ㄐㄧ
鸩,鴆,鸩,zhèn,zhen,4,ㄓㄣ
䵴,䵴,䵴,yùn,yun,4,ㄩㄣ
錣,錣,錣,zhuó,zhuo,2,ㄓㄨㄛ
琟,琟,琟,wéi,wei,2,ㄨㄟ
慉,慉,慉,xù,xu,4,ㄒㄩ
䉸,䉸,䉸,biàn,bian,4,ㄅㄧㄢ
尷,尷,尴,gān,gan,1,ㄍㄢ
擯,擯,摈,bìn,bin,4,ㄅㄧㄣ
楢,楢,楢,yóu,you,2,ㄧㄡ
諮,諮,谘,zī,zi,1,ㄗ
鹠,鶹,鹠,líu,liu,2,ㄌㄧㄡ
躸,躸,躸,jī,ji,1,ㄐㄧ
呉,呉,呉,wú,wu,2,ㄨ
䈳,䈳,䈳,tà,ta,4,ㄊㄚ
醥,醥,醥,piǎo,piao,3,ㄆㄧㄠ
啔,啔,啔,qǐ,qi,3,ㄑㄧ
茢,茢,茢,liè,lie,4,ㄌㄧㄝ
箪,簞,箪,dān,dan,1,ㄉㄢ
芮,芮,芮,rùi,rui,4,ㄖㄨㄟ
镭,鐳,镭,léi,lei,2,ㄌㄟ
馔,饌,馔,zhuàn,zhuan,4,ㄓㄨㄢ
䓒,䓒,䓒,kuǎi,kuai,3,ㄎㄨㄞ
孫,孫,孙,sūn,sun,1,ㄙㄨㄣ
䵇,䵇,䵇,xiàn,xian,4,ㄒㄧㄢ
弢,弢,弢,tāo,tao,1,ㄊㄠ
䟮,䟮,䟮,fú,fu,2,ㄈㄨ
㓊,㓊,㓊,dòng,dong,4,ㄉㄨㄥ
䯍,䯍,䯍,líng,ling,2,ㄌㄧㄥ
㿌,㿌,㿌,㿌,㿌,,
㑨,㑨,㑨,yǔ,yu,3,ㄩ
㔐,㔐,㔐,㔐,㔐,,
饾,餖,饾,dòu,dou,4,ㄉㄡ
㩕,㩕,㩕,㩕,㩕,,
訍,訍,訍,chà,cha,4,ㄔㄚ
濠,濠,濠,háo,hao,2,ㄏㄠ
㡦,㡦,㡦,㡦,㡦,,
盱,盱,盱,xū,xu,1,ㄒㄩ
䂈,䂈,䂈,tóng,tong,2,ㄊㄨㄥ
滻,滻,浐,chǎn,chan,3,ㄔㄢ
絚,絚,絚,gēng,geng,1,ㄍㄥ
柙,柙,柙,xiá,xia,2,ㄒㄧㄚ
碂,碂,碂,zòng,zong,4,ㄗㄨㄥ
紖,紖,纼,yǐn,yin,3,ㄧㄣ
㔳,㔳,㔳,gǔi,gui,3,ㄍㄨㄟ
鏰,鏰,镚,bèng,beng,4,ㄅㄥ
灃,灃,沣,fēng,feng,1,ㄈㄥ
䮙,䮙,䮙,yù,yu,4,ㄩ
忓,忓,忓,gān,gan,1,ㄍㄢ
䆼,䆼,䆼,䆼,䆼,,
週,週,週,zhōu,zhou,1,ㄓㄡ
瓐,瓐,瓐,lú,lu,2,ㄌㄨ
攇,攇,攇,xiǎn,xian,3,ㄒㄧㄢ
芦,蘆,芦,lú,lu,2,ㄌㄨ
涻,涻,涻,gàn,gan,4,ㄍㄢ
睚,睚,睚,yái,yai,2,
榺,榺,榺,shèng,sheng,4,ㄕㄥ
牵,牽,牵,qiān,qian,1,ㄑㄧㄢ
肒,肒,肒,huán,huan,2,ㄏㄨㄢ
㥯,㥯,㥯,yǐn,yin,3,ㄧㄣ
恳,懇,恳,kěn,ken,3,ㄎㄣ
岁,歲,岁,sùi,sui,4,ㄙㄨㄟ
铉,鉉,铉,xuàn,xuan,4,ㄒㄩㄢ
餌,餌,饵,ěr,er,3,ㄦ
䎅,䎅,䎅,fù,fu,4,ㄈㄨ
鄩,鄩,鄩,xín,xin,2,ㄒㄧㄣ
臢,臢,臜,zāng,zang,1,ㄗㄤ
䶥,䶥,䶥,jǔ,ju,3,ㄐㄩ
徺,徺,徺,jiǎo,jiao,3,ㄐㄧㄠ
糈,糈,糈,xǔ,xu,3,ㄒㄩ
铕,銪,铕,yǒu,you,3,ㄧㄡ
鑽,鑽,钻,zuān,zuan,1,ㄗㄨㄢ
曗,曗,曗,yè,ye,4,ㄧㄝ
綢,綢,绸,chóu,chou,2,ㄔㄡ
傚,傚,傚,xiào,xiao,4,ㄒㄧㄠ
鉞,鉞,钺,yuè,yue,4,ㄩㄝ
㝪,㝪,㝪,diàn,dian,4,ㄉㄧㄢ
䊻,䊻,䊻,yǎn,yan,3,ㄧㄢ
蕮,蕮,蕮,xì,xi,4,ㄒㄧ
䡖,䡖,䡖,jìng,jing,4,ㄐㄧㄥ
卌,卌,卌,xì,xi,4,ㄒㄧ
稺,稺,稺,zhì,zhi,4,ㄓ
谎,謊,谎,huǎng,huang,3,ㄏㄨㄤ
䦧,䦧,䦧,qié,qie,2,ㄑㄧㄝ
塢,塢,坞,wù,wu,4,ㄨ
侁,侁,侁,shēn,shen,1,ㄕㄣ
繮,繮,缰,jiāng,jiang,1,ㄐㄧㄤ
齟,齟,龃,jǔ,ju,3,ㄐㄩ
䯄,䯄,䯄,䯄,䯄,,
皎,皎,皎,jiǎo,jiao,3,ㄐㄧㄠ
鰱,鰱,鲢,lián,lian,2,ㄌㄧㄢ
助,助,助,zhù,zhu,4,ㄓㄨ
㖣,㖣,㖣,tòu,tou,4,ㄊㄡ
輖,輖,輖,zhōu,zhou,1,ㄓㄡ
廃,廃,廃,fèi,fei,4,ㄈㄟ
玹,玹,玹,xuán,xuan,2,ㄒㄩㄢ
㑫,㑫,㑫,㑫,㑫,,
抽,抽,抽,chōu,chou,1,ㄔㄡ
貴,貴,贵,gùi,gui,4,ㄍㄨㄟ
獜,獜,獜,lín,lin,2,ㄌㄧㄣ
䚍,䚍,䚍,qì,qi,4,ㄑㄧ
裑,裑,裑,shēn,shen,1,ㄕㄣ
㺛,㺛,㺛,zhù,zhu,4,ㄓㄨ
㳪,㳪,㳪,pàn,pan,4,ㄆㄢ
繲,繲,繲,jiè,jie,4,ㄐㄧㄝ
碑,碑,碑,bēi,bei,1,ㄅㄟ
涤,滌,涤,dí,di,2,ㄉㄧ
罚,罰,罚,fá,fa,2,ㄈㄚ
慯,慯,慯,shāng,shang,1,ㄕㄤ
跬,跬,跬,kǔi,kui,3,ㄎㄨㄟ
蒂,蒂,蒂,dì,di,4,ㄉㄧ
䟳,䟳,䟳,䟳,䟳,,
幜,幜,幜,jiǒng,jiong,3,ㄐㄩㄥ
㗖,㗖,㗖,dàn,dan,4,ㄉㄢ
系,係,系,xì,xi,4,ㄒㄧ
䋂,䋂,䋂,yáo,yao,2,ㄧㄠ
㨅,㨅,㨅,nèi,nei,4,ㄋㄟ
悹,悹,悹,guàn,guan,4,ㄍㄨㄢ
茉,茉,茉,mò,mo,4,ㄇㄛ
銢,銢,銢,pǐ,pi,3,ㄆㄧ
賂,賂,赂,lù,lu,4,ㄌㄨ
䌍,䌍,䌍,hàn,han,4,ㄏㄢ
穰,穰,穰,ráng,rang,2,ㄖㄤ
㕀,㕀,㕀,㕀,㕀,,
㥼,㥼,㥼,yǐn,yin,3,ㄧㄣ
潖,潖,潖,pá,pa,2,ㄆㄚ
蔀,蔀,蔀,bù,bu,4,ㄅㄨ
軈,軈,軈,軈,軈,,
鵺,鵺,鵺,yè,ye,4,ㄧㄝ
㻐,㻐,㻐,㻐,㻐,,
稘,稘,稘,jī,ji,1,ㄐㄧ
䩨,䩨,䩨,chàng,chang,4,ㄔㄤ
骴,骴,骴,chī,chi,1,ㄔ
羴,羴,羴,shān,shan,1,ㄕㄢ
霵,霵,霵,jí,ji,2,ㄐㄧ
衠,衠,衠,zhūn,zhun,1,ㄓㄨㄣ
仜,仜,仜,hóng,hong,2,ㄏㄨㄥ
捨,捨,舍,shě,she,3,ㄕㄜ
晕,暈,晕,yūn,yun,1,ㄩㄣ
季,季,季,jì,ji,4,ㄐㄧ
鷕,鷕,鷕,yǎo,yao,3,ㄧㄠ
㛈,㛈,㛈,㛈,㛈,,
賀,賀,贺,hè,he,4,ㄏㄜ
睞,睞,睐,lài,lai,4,ㄌㄞ
鳥,鳥,鸟,niǎo,niao,3,ㄋㄧㄠ
恮,恮,恮,quán,quan,2,ㄑㄩㄢ
峸,峸,峸,chéng,cheng,2,ㄔㄥ
㴥,㴥,㴥,qiào,qiao,4,ㄑㄧㄠ
㼒,㼒,㼒,qǐu,qiu,3,ㄑㄧㄡ
颕,頴,颕,yǐng,ying,3,ㄧㄥ
䟛,䟛,䟛,bó,bo,2,ㄅㄛ
㺢,㺢,㺢,㺢,㺢,,
壧,壧,壧,yán,yan,2,ㄧㄢ
癘,癘,疠,lì,li,4,ㄌㄧ
髗,髗,髗,lú,lu,2,ㄌㄨ
曁,曁,曁,jì,ji,4,ㄐㄧ
珙,珙,珙,gǒng,gong,3,ㄍㄨㄥ
皀,皀,皀,bī,bi,1,ㄅㄧ
匀,勻,匀,yún,yun,2,ㄩㄣ
蕧,蕧,蕧,fù,fu,4,ㄈㄨ
㭎,棡,㭎,㭎,㭎,,
溡,溡,溡,shí,shi,2,ㄕ
罙,罙,罙,mí,mi,2,ㄇㄧ
檒,檒,檒,fēng,feng,1,ㄈㄥ
旌,旌,旌,jīng,jing,1,ㄐㄧㄥ
戴,戴,戴,dài,dai,4,ㄉㄞ
㬛,㬛,㬛,㬛,㬛,,
㒀,㒀,㒀,zhǎ,zha,3,ㄓㄚ
沇,沇,沇,yǎn,yan,3,ㄧㄢ
囎,囎,囎,囎,囎,,
猗,猗,猗,yī,yi,1,ㄧ
厙,厙,厍,shè,she,4,ㄕㄜ
龐,龐,庞,páng,pang,2,ㄆㄤ
爯,爯,爯,chēng,cheng,1,ㄔㄥ
骀,駘,骀,tái,tai,2,ㄊㄞ
塩,塩,塩,yán,yan,2,ㄧㄢ
䢤,䢤,䢤,shù,shu,4,ㄕㄨ
髬,髬,髬,pī,pi,1,ㄆㄧ
蔂,蔂,蔂,luó,luo,2,ㄌㄨㄛ
㫺,㫺,㫺,㫺,㫺,,
惍,惍,惍,jīn,jin,1,ㄐㄧㄣ
衳,衳,衳,zhōng,zhong,1,ㄓㄨㄥ
蔦,蔦,茑,niǎo,niao,3,ㄋㄧㄠ
㜸,㜸,㜸,niè,nie,4,ㄋㄧㄝ
僁,僁,僁,xī,xi,1,ㄒㄧ
辬,辬,辬,bān,ban,1,ㄅㄢ
芶,芶,芶,gōu,gou,1,ㄍㄡ
歛,歛,歛,hān,han,1,ㄏㄢ
暓,暓,暓,mào,mao,4,ㄇㄠ
膔,膔,膔,lù,lu,4,ㄌㄨ
䦒,䦒,䦒,dàng,dang,4,ㄉㄤ
存,存,存,cún,cun,2,ㄘㄨㄣ
㔽,㔽,㔽,yào,yao,4,ㄧㄠ
㰶,㰶,㰶,yǒu,you,3,ㄧㄡ
羗,羗,羗,qiāng,qiang,1,ㄑㄧㄤ
鴏,鴏,鴏,tè,te,4,ㄊㄜ
䭛,䭛,䭛,dàn,dan,4,ㄉㄢ
惕,惕,惕,tì,ti,4,ㄊㄧ
鏚,鏚,鏚,qì,qi,4,ㄑㄧ
蟆,蟆,蟆,má,ma,2,ㄇㄚ
馭,馭,驭,yù,yu,4,ㄩ
應,應,应,yīng,ying,1,ㄧㄥ
軍,軍,军,jūn,jun,1,ㄐㄩㄣ
瀏,瀏,浏,líu,liu,2,ㄌㄧㄡ
璦,璦,瑷,ài,ai,4,ㄞ
㾨,㾨,㾨,qǐ,qi,3,ㄑㄧ
卼,卼,卼,wù,wu,4,ㄨ
勅,勅,勅,chì,chi,4,ㄔ
泛,泛,泛,fàn,fan,4,ㄈㄢ
臆,臆,臆,yì,yi,4,ㄧ
䇩,䇩,䇩,yì,yi,4,ㄧ
舝,舝,舝,xiá,xia,2,ㄒㄧㄚ
庆,慶,庆,qìng,qing,4,ㄑㄧㄥ
鎧,鎧,铠,kǎi,kai,3,ㄎㄞ
吹,吹,吹,chūi,chui,1,ㄔㄨㄟ
喉,喉,喉,hóu,hou,2,ㄏㄡ
㲨,㲨,㲨,róng,rong,2,ㄖㄨㄥ
喣,喣,喣,xǔ,xu,3,ㄒㄩ
㢫,㢫,㢫,㢫,㢫,,
尥,尥,尥,liào,liao,4,ㄌㄧㄠ
忆,憶,忆,yì,yi,4,ㄧ
僗,僗,僗,láo,lao,2,ㄌㄠ
肁,肁,肁,zhào,zhao,4,ㄓㄠ
㥓,㥓,㥓,qǐ,qi,3,ㄑㄧ
轸,軫,轸,zhěn,zhen,3,ㄓㄣ
驕,驕,骄,jiāo,jiao,1,ㄐㄧㄠ
鱠,鱠,鲙,kuài,kuai,4,ㄎㄨㄞ
聨,聨,聨,聨,聨,,
䌦,䌦,䌦,dǎo,dao,3,ㄉㄠ
䦹,䦹,䦹,shí,shi,2,ㄕ
